EQ_ID,Mag
000567,7.7
000569,7.7
000570,7.9
000571,7.9
000572,7.7
000573,7.5
000576,7.6
000577,7.7
000579,7.5
000580,7.7
000585,7.9
000586,7.7
000587,7.7
000589,7.9
000590,7.7
000591,7.7
000593,7.7
000595,7.8
000596,7.8
000597,7.8
000598,7.8
000599,7.6
000600,7.9
000601,7.9
000602,7.8
000604,7.7
000605,7.8
000606,7.6
000608,7.7
000609,7.8
000610,7.8
000611,8.0
000612,7.7
000613,7.7
000614,7.5
000616,7.9
000617,7.7
000618,7.9
000619,7.6
000620,7.7
000621,7.8
000622,8.0
000623,7.8
000624,7.7
000625,7.9
000626,8.0
000627,7.9
000628,7.5
000629,7.8
000630,7.8
000631,7.7
000632,7.7
000633,7.7
000634,7.8
000635,8.0
000636,7.7
000637,7.9
000638,7.8
000639,7.7
000640,7.9
000641,7.8
000642,7.7
000644,7.8
000645,7.9
000646,7.9
000649,7.5
000650,7.8
000651,7.8
000652,7.9
000654,7.4
000655,7.8
000656,7.9
000658,7.8
000659,7.7
000662,7.6
000663,7.6
000664,7.8
000666,7.9
000669,7.8
000670,7.9
000672,7.7
000675,7.7
000676,7.9
000677,7.9
000678,7.7
000679,7.8
000680,7.8
000683,7.8
000685,7.8
000687,7.6
000689,7.8
000692,7.6
000694,7.9
000695,7.6
000696,7.8
000697,7.7
000698,7.8
000700,7.8
000702,7.8
000703,7.8
000706,7.7
000707,7.8
000708,7.8
000709,7.9
000710,7.6
000711,7.7
000712,7.8
000713,7.9
000714,7.7
000717,7.7
000718,7.5
000719,7.6
000720,7.5
000721,8.2
000722,7.7
000723,7.7
000724,7.8
000725,7.8
000728,7.7
000731,7.6
000732,7.8
000733,7.8
000734,8.0
000738,7.7
000741,7.6
000742,8.0
000744,7.5
000747,7.9
000748,7.9
000749,7.8
000750,7.8
000751,7.6
000753,8.1
000754,8.2
000756,7.6
000757,7.7
000758,7.7
000759,7.7
000760,7.9
000761,7.9
000762,7.9
000764,7.8
000766,7.9
000768,7.7
000769,7.8
000770,7.7
000772,7.7
000773,7.7
000776,7.7
000780,7.8
000781,7.8
000782,7.6
000783,8.1
000784,7.9
000785,7.7
000786,7.7
000787,7.7
000788,7.6
000789,7.6
000790,7.7
000793,7.7
000795,7.6
000796,7.9
000797,7.8
000798,7.8
000799,7.7
000800,7.6
000801,7.7
000802,7.9
000803,8.0
000804,7.6
000805,7.7
000807,7.8
000810,7.7
000811,7.7
000812,7.7
000813,7.5
000814,7.8
000815,7.8
000816,7.6
000818,7.8
000819,7.8
000821,8.0
000824,7.7
000825,8.0
000827,7.7
000829,7.7
000830,7.9
000831,7.8
000832,7.8
000833,7.8
000834,7.7
000835,7.8
000836,7.7
000837,7.5
000838,7.7
000839,7.8
000840,7.6
000841,7.9
000842,7.5
000844,7.9
000845,7.9
000846,7.8
000848,7.9
000849,8.0
000850,7.6
000851,7.8
000852,7.9
000853,7.7
000855,7.9
000856,7.6
000857,7.8
000858,7.5
000859,7.7
000860,7.8
000862,7.8
000863,7.7
000864,7.8
000865,7.5
000866,7.6
000867,8.0
000868,7.7
000869,7.7
000870,7.8
000871,7.8
000872,7.7
000873,7.8
000874,7.9
000877,7.9
000878,8.0
000880,7.7
000881,7.6
000885,7.7
000886,7.7
000887,7.6
000889,7.5
000891,8.0
000892,7.6
000893,7.8
000895,7.8
000896,7.7
000897,7.5
000898,7.8
000900,7.8
000901,7.8
000902,8.0
000903,8.1
000904,7.7
000905,7.8
000906,7.8
000907,7.8
000908,7.8
000909,7.8
000911,7.9
000913,7.7
000915,7.9
000916,7.6
000917,7.8
000919,8.0
000920,7.8
000925,8.1
000927,7.6
000928,7.8
000929,7.9
000930,7.8
000931,7.8
000932,7.7
000933,7.7
000934,7.8
000935,8.0
000936,7.8
000937,7.8
000938,7.9
000939,7.5
000940,7.4
000941,7.6
000942,7.7
000943,7.4
000944,7.8
000947,7.6
000948,7.8
000949,7.8
000950,7.7
000951,8.1
000952,7.7
000953,7.9
000954,7.7
000956,7.7
000958,7.8
000959,7.9
000960,7.9
000961,7.8
000963,8.0
000964,7.5
000965,7.5
000966,7.8
000967,7.8
000968,7.9
000969,7.8
000970,7.9
000971,7.9
000972,7.8
000973,7.6
000974,7.8
000975,7.9
000976,7.6
000977,7.8
000980,7.8
000981,7.9
000982,8.0
000984,7.8
000985,7.7
000986,7.8
000987,7.9
000988,7.8
000989,7.8
000990,7.8
000991,7.6
000993,7.8
000994,7.8
000995,7.7
000996,8.1
000998,7.9
000999,7.6
001000,7.6
001001,7.7
001002,7.9
001005,7.6
001006,7.8
001007,8.0
001008,7.7
001011,7.9
001012,7.7
001013,7.7
001014,7.6
001017,7.8
001018,7.9
001019,7.5
001020,7.9
001021,7.9
001025,7.9
001026,7.6
001027,7.5
001029,7.6
001031,7.7
001032,7.7
001033,7.8
001035,7.8
001036,7.8
001038,7.8
001041,7.8
001042,7.7
001044,7.6
001045,7.6
001046,7.6
001047,7.7
001048,7.8
001049,7.7
001050,7.7
001051,7.7
001052,7.9
001053,7.7
001054,7.8
001055,7.7
001056,7.6
001057,7.7
001059,7.7
001060,7.8
001061,7.6
001062,7.8
001063,7.7
001064,7.6
001065,7.8
001066,8.1
001067,7.9
001069,7.6
001072,7.8
001073,7.9
001074,7.7
001075,7.8
001077,7.9
001079,7.8
001080,7.6
001081,7.7
001086,8.0
001087,8.0
001092,7.7
001093,7.8
001094,7.7
001095,7.8
001096,7.6
001097,7.7
001099,7.8
001101,7.9
001102,7.8
001103,7.6
001104,7.6
001107,7.9
001108,7.7
001109,7.7
001111,7.7
001113,7.8
001115,7.7
001116,8.2
001117,7.8
001118,7.6
001119,7.8
001120,7.8
001122,7.8
001123,7.7
001124,7.8
001125,7.7
001126,8.0
001127,7.9
001133,7.7
001134,7.9
001135,7.8
001136,7.9
001137,7.8
001138,7.6
001140,7.7
001141,8.0
001142,7.9
001144,7.9
001145,7.7
001146,7.7
001147,7.8
001148,7.7
001151,7.4
001152,7.6
001154,8.1
001155,7.9
001156,7.7
001157,7.7
001160,7.6
001161,7.9
001162,7.7
001163,7.7
001164,7.6
001165,7.7
001166,7.7
001168,7.7
001169,7.9
001170,7.7
001172,8.0
001173,7.8
001174,8.0
001175,7.6
001176,7.9
001177,7.6
001179,7.9
001180,7.7
001181,7.8
001182,7.6
001183,7.8
001184,7.9
001185,8.0
001186,7.6
001187,7.6
001190,7.9
001191,7.7
001193,7.9
001194,7.6
001195,7.7
001196,7.7
001197,7.7
001198,7.8
001199,7.9
001200,7.8
001201,7.9
001202,7.6
001203,7.8
001204,7.8
001205,7.6
001206,7.4
001207,7.9
001208,7.9
001209,7.7
001210,7.7
001211,7.8
001212,7.7
001213,7.9
001214,7.9
001215,8.1
001216,7.8
001217,7.9
001218,7.7
001219,7.8
001220,7.7
001223,7.6
001227,7.8
001230,7.9
001232,7.5
001233,7.6
001237,7.9
001238,7.8
001240,7.7
001241,7.8
001243,7.8
001244,7.7
001245,8.0
001246,7.5
001247,7.8
001248,7.8
001249,7.8
001250,8.0
001251,7.7
001252,7.9
001253,7.8
001254,8.0
001255,7.7
001256,7.8
001258,7.9
001259,7.6
001260,7.9
001262,7.6
001263,7.8
001265,7.8
001268,7.6
001270,7.4
001271,7.9
001272,7.8
001273,7.8
001275,7.9
001276,7.8
001279,7.7
001280,7.8
001282,7.8
001283,7.7
001284,7.7
001287,7.7
001288,7.7
001289,7.5
001290,7.5
001291,7.4
001292,7.8
001294,8.0
001295,7.5
001296,7.8
001297,7.9
001299,7.7
001300,7.8
001304,7.5
001305,7.7
001306,7.8
001308,8.1
001309,7.9
001310,7.6
001311,7.6
001312,7.9
001313,7.7
001314,7.8
001315,7.6
001316,7.6
001317,8.0
001318,7.5
001319,7.9
001321,7.8
001323,7.7
001325,7.9
001326,7.8
001327,7.8
001330,8.1
001331,7.7
001332,7.7
001334,7.9
001335,7.8
001336,7.9
001340,7.8
001341,7.8
001342,7.9
001343,7.8
001346,7.6
001347,7.7
001348,8.1
001351,7.7
001352,7.6
001353,7.6
001355,7.7
001356,7.8
001357,7.9
001358,7.8
001359,7.9
001360,7.8
001361,7.7
001362,7.8
001363,8.2
001364,7.8
001365,7.5
001366,7.8
001367,7.9
001368,7.7
001369,8.0
001370,8.1
001371,7.6
001374,7.7
001376,7.7
001377,7.8
001378,7.7
001380,7.8
001381,7.8
001382,7.7
001383,7.8
001384,7.8
001385,7.7
001386,7.5
001388,8.0
001389,7.7
001390,7.7
001392,7.8
001393,7.7
001395,7.9
001398,7.7
001399,8.0
001400,7.9
001401,7.7
001402,7.5
001403,7.8
001405,7.8
001406,7.8
001407,8.1
001408,7.7
001410,7.7
001413,7.6
001415,8.0
001416,7.4
001418,8.0
001419,7.6
001420,7.5
001421,7.7
001423,7.8
001424,7.6
001426,7.6
001427,7.5
001429,7.8
001430,7.7
001431,7.8
001432,7.8
001433,7.7
001434,7.6
001435,7.8
001436,7.6
001437,7.7
001438,7.8
001439,7.8
001440,7.7
001441,7.8
001442,7.8
001443,7.8
001445,7.8
001446,7.7
001447,7.5
001448,7.9
001450,7.9
001451,8.2
001452,7.8
001453,7.5
001454,7.8
001455,7.8
001456,7.9
001457,7.7
001458,7.8
001459,7.8
001460,7.7
001461,7.7
001462,7.7
001463,7.4
001464,7.6
001465,7.8
001466,7.9
001467,8.0
001470,7.5
001471,7.8
001473,7.8
001474,7.8
001476,7.6
001477,7.9
001478,8.0
001479,7.9
001480,8.0
001481,8.0
001482,7.6
001485,7.7
001486,7.7
001488,7.7
001490,8.0
001491,7.8
001493,7.8
001494,7.9
001495,7.8
001496,7.9
001497,7.7
001498,7.8
001499,7.9
001500,7.6
001501,8.0
001502,7.8
001504,7.9
001505,7.9
001506,7.8
001508,7.7
001509,7.7
001510,7.9
001511,7.8
001512,7.9
001513,7.4
001514,7.7
001516,7.7
001520,7.8
001521,7.7
001523,7.8
001524,7.8
001525,7.9
001526,7.8
001527,7.8
001529,7.7
001530,7.8
001531,7.9
001532,7.6
001534,7.5
001535,7.7
001538,7.8
001539,7.6
001540,7.7
001542,7.5
001543,7.9
001545,7.8
001547,8.0
001548,7.9
001549,7.5
001550,7.7
001551,7.8
001552,7.7
001553,7.7
001555,7.9
001556,7.6
001557,7.7
001558,8.2
001559,7.8
001560,7.6
001561,7.8
001562,7.8
001563,7.6
001564,7.7
001565,7.9
001566,7.5
001567,7.7
001570,8.0
001571,7.9
001572,7.8
001573,8.0
001574,7.6
001575,7.8
001576,7.7
001577,7.9
001578,7.9
001579,7.8
001580,7.8
001581,7.9
001582,7.8
001583,7.7
001584,8.0
001585,7.6
001587,7.6
001588,7.8
001589,7.9
001590,7.8
001591,7.4
001592,7.9
001593,8.0
001597,7.8
001598,7.7
001599,7.8
001600,8.0
001602,8.0
001604,7.9
001606,8.0
001607,7.9
001608,7.9
001611,7.7
001612,7.7
001614,8.0
001615,7.7
001618,7.8
001619,7.9
001620,7.8
001621,7.8
001622,7.8
001623,7.8
001624,7.7
001625,7.8
001626,7.8
001627,7.9
001628,8.1
001631,8.0
001632,7.9
001633,7.8
001634,7.5
001635,7.8
001636,7.8
001637,7.9
001638,7.8
001639,7.7
001640,8.1
001642,7.8
001643,7.9
001644,8.1
001646,7.9
001647,8.0
001648,8.2
001651,7.7
001652,7.9
001653,7.8
001655,7.7
001656,8.1
001657,8.0
001658,7.8
001659,7.7
001660,7.8
001661,7.9
001662,8.0
001663,7.9
001664,8.0
001665,7.7
001667,7.9
001668,7.8
001670,8.0
001673,7.9
001674,7.7
001677,7.9
001678,7.8
001679,7.9
001680,7.7
001681,8.0
001683,7.9
001684,7.7
001685,8.1
001687,7.9
001689,7.7
001691,7.7
001695,7.8
001696,8.0
001697,7.9
001698,8.0
001699,7.9
001700,7.9
001701,7.9
001702,7.7
001703,7.9
001704,7.8
001705,7.9
001706,7.7
001707,7.8
001710,7.9
001711,7.8
001712,7.7
001713,7.7
001714,8.0
001715,8.0
001716,7.6
001717,7.9
001718,7.8
001719,7.8
001720,8.0
001723,7.8
001724,8.0
001725,7.8
001727,7.7
001729,7.8
001730,8.0
001731,8.0
001732,8.0
001733,8.2
001734,8.0
001736,7.8
001739,8.0
001740,7.9
001741,7.8
001743,7.8
001744,7.8
001745,7.8
001746,7.8
001747,7.9
001748,7.8
001750,7.9
001751,7.9
001753,7.9
001755,7.8
001756,7.8
001758,8.0
001761,7.9
001762,8.2
001763,7.8
001764,7.7
001765,7.9
001766,7.8
001767,7.9
001768,8.0
001769,7.9
001770,7.7
001771,7.7
001772,8.0
001773,7.9
001774,7.9
001775,7.9
001777,7.8
001778,8.1
001779,7.8
001782,8.1
001783,7.8
001784,7.8
001786,7.9
001787,8.0
001788,8.0
001789,7.9
001790,7.8
001791,8.0
001793,7.9
001796,7.8
001797,8.0
001798,7.8
001800,8.1
001802,7.9
001803,7.6
001804,8.0
001805,8.0
001806,7.9
001807,7.9
001810,7.9
001811,7.9
001812,7.8
001815,8.0
001816,7.6
001817,8.0
001818,8.0
001819,7.9
001820,8.0
001822,7.7
001823,8.1
001825,7.9
001827,7.8
001828,8.0
001829,7.8
001831,7.8
001832,8.0
001834,7.9
001838,7.7
001839,8.2
001840,7.7
001841,7.7
001842,7.8
001843,7.8
001844,8.0
001845,7.8
001847,7.8
001848,7.9
001850,7.9
001851,7.9
001852,8.0
001853,7.6
001854,7.6
001855,8.1
001856,7.9
001857,7.8
001859,8.1
001861,7.7
001862,7.9
001863,7.9
001864,8.0
001865,7.7
001866,7.8
001868,7.8
001869,7.9
001871,7.8
001873,7.9
001874,7.8
001875,8.1
001876,7.9
001877,8.0
001878,7.7
001880,7.9
001883,7.8
001885,8.0
001887,8.1
001888,8.1
001889,8.0
001891,8.0
001892,7.8
001893,7.9
001895,8.0
001897,8.0
001899,8.0
001901,7.9
001902,7.7
001904,7.9
001907,7.8
001908,7.9
001909,8.1
001910,7.8
001911,7.9
001912,7.9
001913,8.1
001914,7.8
001915,8.0
001916,7.7
001918,7.9
001919,7.8
001921,7.9
001922,7.6
001923,7.9
001927,7.8
001928,7.8
001929,7.9
001930,7.7
001932,7.7
001933,7.8
001935,8.1
001937,7.8
001938,7.6
001939,7.9
001940,7.8
001941,7.6
001942,7.7
001943,7.7
001944,7.8
001945,7.7
001947,8.1
001949,7.9
001950,7.7
001951,7.9
001952,8.0
001954,7.8
001955,8.1
001956,8.0
001957,7.8
001958,7.7
001959,7.9
001963,7.9
001964,8.0
001965,7.8
001966,7.9
001967,8.0
001968,8.0
001970,7.9
001971,7.8
001972,7.9
001974,7.9
001975,8.0
001976,7.8
001977,8.0
001978,8.0
001980,7.7
001982,7.9
001983,7.9
001984,7.8
001985,8.0
001986,7.7
001987,8.1
001988,8.0
001989,7.8
001991,7.8
001993,7.8
001995,7.7
001996,7.7
001998,7.7
002000,7.8
002001,7.7
002002,7.9
002006,7.9
002007,7.7
002008,7.7
002009,7.9
002010,7.9
002011,7.7
002012,7.9
002013,7.8
002014,8.1
002015,8.1
002016,7.8
002017,7.8
002018,8.0
002022,7.7
002023,7.9
002025,7.9
002026,7.8
002028,7.8
002029,8.0
002032,7.6
002037,7.9
002038,8.1
002039,8.0
002040,8.0
002041,7.9
002042,8.0
002045,8.0
002048,7.9
002049,7.7
002050,7.8
002052,7.7
002054,8.1
002055,7.9
002058,7.8
002059,7.8
002060,7.8
002061,7.9
002062,7.9
002064,8.0
002065,8.0
002068,7.8
002069,8.0
002070,8.0
002071,7.7
002072,7.8
002073,8.1
002075,8.0
002076,7.8
002078,7.8
002079,7.9
002080,8.0
002081,7.8
002082,7.7
002083,8.0
002084,7.6
002085,7.8
002087,8.1
002091,8.1
002092,7.8
002093,7.7
002094,7.8
002095,8.0
002096,7.9
002097,7.7
002098,7.9
002102,8.0
002103,7.8
002104,7.7
002105,7.8
002106,7.9
002108,7.7
002109,7.8
002110,7.7
002113,7.9
002115,8.0
002117,8.0
002118,7.9
002119,7.7
002120,7.9
002121,7.8
002123,8.0
002124,7.8
002127,7.9
002128,8.0
002129,7.8
002130,8.2
002131,7.7
002134,8.0
002135,7.8
002138,7.7
002139,7.9
002140,7.9
002143,7.9
002144,7.9
002147,7.6
002148,8.0
002150,7.7
002151,8.0
002152,8.0
002153,7.8
002154,7.9
002155,7.8
002156,7.8
002157,7.8
002159,7.8
002160,7.8
002161,7.9
002162,8.0
002165,7.7
002167,7.7
002168,7.7
002169,7.8
002170,7.8
002173,7.8
002174,8.0
002175,7.8
002176,7.5
002177,8.0
002178,7.8
002179,7.9
002180,7.6
002182,7.8
002183,7.8
002184,8.1
002185,7.9
002188,8.0
002189,7.8
002191,7.9
002193,8.0
002196,7.6
002197,7.9
002199,8.0
002200,7.8
002201,7.9
002202,7.9
002203,8.0
002204,7.9
002205,7.9
002206,7.9
002207,7.9
002208,7.9
002209,7.6
002210,7.8
002211,8.0
002212,7.9
002213,7.8
002214,7.8
002215,8.1
002217,7.9
002218,8.2
002226,7.9
002227,8.0
002229,7.9
002230,7.8
002232,8.0
002233,7.9
002234,7.5
002235,7.8
002236,7.8
002237,7.9
002239,7.9
002242,7.6
002243,7.9
002244,8.0
002245,7.9
002246,8.0
002247,8.1
002248,7.6
002249,8.0
002250,7.6
002251,7.5
002252,7.9
002253,8.2
002254,8.3
002255,8.0
002256,7.8
002258,8.2
002259,7.8
002261,8.1
002262,7.7
002263,8.0
002264,7.9
002265,8.0
002266,7.9
002267,8.0
002268,7.7
002269,7.9
002270,8.0
002272,7.9
002273,7.6
002277,8.0
002279,8.0
002280,7.6
002281,7.7
002282,7.8
002284,8.0
002286,7.9
002288,7.7
002289,7.8
002290,7.9
002291,8.0
002293,7.9
002294,7.6
002295,7.7
002296,8.0
002298,8.0
002300,7.9
002302,7.9
002303,7.8
002304,8.4
002305,7.9
002306,7.6
002308,7.8
002309,7.9
002310,7.9
002311,8.2
002312,7.9
002314,7.9
002315,7.7
002316,8.0
002317,7.9
002318,8.1
002320,7.9
002321,8.1
002322,8.1
002323,7.7
002324,8.0
002328,7.8
002329,8.0
002330,7.9
002331,8.0
002332,7.8
002333,7.9
002334,7.9
002335,8.1
002337,8.0
002338,7.8
002339,7.7
002340,8.0
002341,7.7
002342,7.8
002343,7.8
002347,7.7
002348,7.8
002349,8.1
002350,7.8
002352,7.7
002353,7.9
002354,8.1
002355,7.7
002356,7.7
002361,7.8
002365,7.8
002366,8.0
002369,7.9
002370,8.0
002372,8.0
002374,7.9
002375,8.1
002376,7.9
002377,7.9
002378,7.9
002379,7.7
002380,7.8
002381,8.0
002382,7.6
002383,7.6
002384,7.8
002385,7.8
002387,7.7
002389,8.1
002391,7.8
002392,7.8
002393,7.7
002394,7.8
002395,7.7
002397,7.9
002398,7.7
002400,7.8
002401,7.8
002403,7.7
002404,7.8
002405,7.8
002406,8.0
002407,7.7
002408,7.9
002409,7.6
002410,7.7
002413,8.0
002414,7.7
002416,7.7
002417,7.9
002421,7.8
002422,7.9
002423,7.7
002424,7.7
002425,7.8
002426,7.8
002427,7.9
002428,8.0
002430,8.0
002431,7.8
002433,8.0
002434,7.9
002435,7.9
002436,7.7
002437,7.9
002439,7.8
002440,7.7
002441,7.7
002444,8.0
002445,7.8
002446,7.7
002447,8.1
002448,8.0
002450,7.9
002451,7.8
002452,7.9
002453,7.8
002454,7.8
002456,7.9
002457,7.8
002458,7.7
002459,7.9
002461,7.9
002462,7.7
002463,7.8
002465,7.8
002466,8.1
002469,7.9
002470,7.9
002471,7.8
002472,7.7
002473,8.0
002474,8.0
002476,8.0
002477,7.7
002479,8.0
002480,7.9
002481,7.5
002482,7.9
002484,7.7
002486,8.0
002487,7.8
002488,7.9
002489,7.9
002490,7.9
002493,7.9
002494,7.9
002497,7.8
002498,8.0
002499,7.9
002500,7.8
002502,7.8
002503,7.9
002504,7.5
002506,7.8
002507,7.8
002508,7.7
002509,7.9
002510,7.8
002511,7.9
002513,8.0
002514,7.6
002515,7.8
002516,7.8
002518,7.7
002520,7.9
002521,8.0
002522,8.2
002523,7.8
002524,8.0
002526,7.7
002528,7.8
002529,7.6
002530,7.7
002533,7.8
002534,7.8
002535,7.9
002536,7.9
002538,7.9
002539,8.0
002540,7.8
002541,7.9
002542,7.9
002543,8.0
002544,7.7
002545,7.8
002546,8.1
002549,8.0
002551,7.8
002552,7.8
002553,7.9
002554,8.0
002555,8.1
002557,7.9
002559,7.7
002560,8.1
002563,8.0
002564,7.9
002565,7.8
002566,7.9
002567,7.8
002568,7.7
002569,7.7
002570,7.9
002571,7.9
002572,7.8
002573,7.9
002574,8.0
002577,8.0
002578,7.9
002579,7.8
002580,7.9
002582,8.0
002583,8.1
002584,7.8
002585,7.7
002586,7.8
002589,8.0
002590,7.8
002592,7.8
002595,7.8
002597,7.7
002598,7.9
002601,7.8
002602,7.8
002604,8.2
002605,7.8
002606,7.9
002607,7.8
002609,7.8
002611,7.9
002612,7.9
002618,8.0
002619,8.0
002620,7.6
002621,7.7
002622,7.6
002624,7.7
002625,8.0
002626,7.9
002630,7.7
002631,7.8
002632,7.9
002633,8.0
002634,7.7
002635,7.9
002636,7.7
002637,7.8
002638,7.9
002639,7.8
002640,7.8
002641,7.7
002642,7.9
002644,7.9
002645,7.7
002646,7.9
002647,7.8
002649,7.6
002650,7.8
002651,7.8
002653,7.9
002654,7.9
002655,7.7
002656,8.0
002657,8.0
002658,8.0
002659,7.9
002660,7.8
002662,7.9
002665,7.8
002666,8.2
002667,8.1
002668,7.6
002669,7.8
002670,7.9
002671,7.8
002672,7.7
002674,8.0
002675,7.8
002676,7.8
002677,7.8
002678,7.8
002679,7.9
002680,7.8
002681,7.9
002683,7.7
002684,7.7
002687,7.9
002688,7.8
002689,8.0
002690,7.8
002691,7.9
002692,7.9
002693,7.9
002696,7.7
002697,7.9
002698,7.8
002699,7.7
002700,7.9
002701,7.8
002703,7.9
002704,7.8
002705,7.8
002706,7.9
002707,7.8
002708,7.9
002709,7.6
